retail_and_recreation,grocery_and_pharmacy,residential,transit_stations,parks,workplaces,total_deaths,new_deaths,new_deaths_smoothed,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,new_cases
-4.117517865235197,-33.42760000583621,2.047368021205939,-11.343415082944478,-61.05321819475014,-3.5603296573259713,31.125931590795815,5.515763899721365,4.8054781905362765,0.22742629361974007,0.02963056001842806,0.02316762303581981,588.849747644507,199.9423824715509,0.13587804147778054,0.011952860290212303,642.2290401685627,0.010967878933155125,0.03838384086650756,14.09712892114868
-4.120694823383304,-32.68986305704202,2.048946780657551,-11.297369791996077,-60.677177501025156,-3.557139196416868,32.38437170340141,4.633051816394783,4.728786022513951,0.24447276351940966,0.01942188393356382,0.022234554296314775,700.793496855517,207.57427986615804,0.15048044532550553,0.015916379260296754,680.3279625464726,0.011961792648118754,0.0363010395361597,16.12759849476468
-4.120694823383304,-32.837765143039086,2.0520743877799,-11.320460864116622,-60.86517917059272,-3.5603296573259713,33.94391646956012,5.114587671879635,4.886763409449788,0.2675977269016468,0.02410249523906289,0.024097978113757086,803.9497768540438,216.4697059526156,0.16765041086543517,0.01986962732921822,731.6185331018997,0.013948048185452422,0.0352199267556735,15.335076283463245
-4.120694823383304,-32.76382997168437,2.0520743877799,-11.297369791996077,-60.86517917059272,-3.5555494564843833,34.46176775876983,3.2961524706094143,4.767500531743727,0.274667151727404,0.008881244760631454,0.022234554296314775,845.5205147981691,225.43084073690966,0.18730643642918848,0.021842420658415875,785.5279333088287,0.01494039159302187,0.03354657244938149,14.470862452941317
-4.131750257477941,-32.02375503279629,2.0520743877799,-11.262626598794945,-63.12144923749488,-3.5507236066620633,36.254345336521766,5.515763899721365,4.728786022513951,0.3027340332404372,0.02963056001842806,0.022234554296314775,821.995623899163,233.41431755826284,0.20585015522472236,0.020856342354247544,822.968534181983,0.015932213146695677,0.03239544290391298,15.622746325476276
-4.141123984421261,-31.279893689028864,2.050515532620027,-11.216182935629051,-65.3829219509049,-3.544246006005434,37.764845946269965,5.272794808384999,4.864918388589422,0.3261596343327874,0.02687849447602391,0.024097978113757086,887.3799382632625,241.90240182332886,0.2259219423798966,0.022827863275007104,873.2024974442527,0.01791429384104576,0.030613447507440758,14.86685841208654
-4.151921801841493,-30.90696595845075,2.047368021205939,-11.192833554531255,-68.02811798853514,-3.5376937176117758,39.102273342257256,5.114587671879635,4.813004674165953,0.3485031893967873,0.02410249523906289,0.02316762303581981,966.077341712491,251.03413418277037,0.2491769017144177,0.026763297437506908,931.436219879043,0.019894296546309132,0.030004296880294355,16.532040488364558
-4.162585810594568,-30.458216745102543,2.047368021205939,-11.16942566599649,-70.679957695383,-3.5343934239072587,40.502098520750934,5.272794808384999,4.775107010854776,0.3714898109037989,0.02687849447602391,0.02316762303581981,841.3144855699782,257.89161375493677,0.26704148761222035,0.020856342354247544,970.3711418650753,0.02088352060631757,0.031808918114380684,17.995636832058594
-4.198169921396959,-29.33052197563724,2.042581855352713,-11.13428552475522,-80.01074066623401,-3.514267579603165,47.801849159190034,6.1663770616184514,5.22875076479429,0.5035040924407588,0.04040492828710302,0.028709415283936623,1031.9403552004355,286.68370871975475,0.3512113865841844,0.029708248573406305,972.818013989826,0.02088352060631757,0.0363010395361597,16.79110836033481
-4.196714592281019,-29.028141468846567,2.0441912465737975,-11.122515144394628,-79.81939221359688,-3.5125609218284914,49.14882491530111,5.606697447689299,5.290073510141534,0.52990075632085,0.03145210989442717,0.029623707706756344,984.4750670235439,293.66073596888555,0.37281270194687993,0.027745577021833223,976.2455916939709,0.021872227509117773,0.0373554412705541,17.63902205921014
-4.196714592281019,-29.103792286992736,2.0441912465737975,-11.13428552475522,-79.81939221359688,-3.5108499247328315,50.772374131494345,6.05614338799628,5.3963790776273175,0.5615432257218395,0.03863475998816913,0.031444379650062707,1093.1035272500806,301.5731273513811,0.39885255555595456,0.032647552039182376,1022.117597768598,0.022860418030702462,0.034669126537114466,17.242130052147647
-4.195256794321684,-29.103792286992736,2.0457791418003586,-11.13428552475522,-79.81939221359688,-3.509146577697811,52.39785502019392,6.130139954303915,5.53626355963849,0.5943653057978164,0.039521104299636754,0.034155757229620685,1020.7097312188884,308.33095080075435,0.42141858993649267,0.028727227062236495,1050.3574375202077,0.023848092945144016,0.0352199267556735,17.11114573015505
-4.195256794321684,-29.028141468846567,2.0441912465737975,-11.13428552475522,-79.62941115536664,-3.5074268685733494,54.264517657282404,6.504131436180429,5.621546077148881,0.6329223448655942,0.04652192553409652,0.0359503724195568,1172.5989460959538,316.45534185508654,0.4497942836935071,0.03655788501936601,1106.6079552301405,0.025821899039313513,0.03354657244938149,17.946003832058093
-4.193806739575975,-28.877257351653775,2.0441912465737975,-11.110729837929187,-79.4381217627446,-3.503974217775246,56.11662257016538,6.566920708120216,5.797858932655301,0.6724500896761518,0.04738592775798831,0.03862303863024817,1215.6494991835232,324.6764956662645,0.4799666807580689,0.03850932449323138,1199.4860426989646,0.02976335778933152,0.031214953535689916,17.599484315941726
-4.190878759620447,-28.573978479413395,2.042581855352713,-11.087114242744128,-79.05563221513569,-3.4987618309954818,58.004944812154726,6.6883653325245955,5.961897664323663,0.7129078598532547,0.04996335636277729,0.04215105829042973,1288.0616225443296,333.2981775423049,0.5118425049097828,0.04240478901623592,1301.5369224856265,0.03369665263167009,0.02876264164723697,17.76376137014146
-4.190878759620447,-28.49806374768421,2.042581855352713,-11.075366633830914,-78.86443218368457,-3.500503777532172,59.68615663934245,6.504131436180429,6.00677739231339,0.7498549796980505,0.04652192553409652,0.04302678197353303,1452.4860031224218,343.28126583745745,0.5496511206068047,0.052100564499512406,1377.0164399610244,0.03664129532878789,0.028129923086562474,19.12089461581493
-4.189411020631612,-28.34665086106359,2.0393315502695897,-11.051660616917433,-78.67326206327085,-3.491761001242794,62.03675671916998,7.347878253460795,6.239646332507643,0.8029513411578825,0.06498112394926668,0.048229092725648376,1467.7093562455448,352.91611645183195,0.5880997994178176,0.052100564499512406,1460.0354617677172,0.040560419496348525,0.027489131968959045,19.21853639642122
-4.1879407710574545,-27.966114063701298,2.0376903945377163,-11.015987192833547,-78.48212191633216,-3.48468673907225,63.58232411896954,6.472188879571167,6.28761641968236,0.8380522916965945,0.045655478308562106,0.04908755997674106,1423.5234128378584,361.6480783407743,0.6229977660666796,0.050166279632937745,1516.1704976268568,0.04349448906639945,0.028129923086562474,19.913159589998298
-4.182044857672784,-27.04985952624234,2.0310279915402396,-10.944307206200982,-78.10126791319283,-3.4739153862366345,67.38650518149863,8.742072932235818,6.712378436822172,0.9271331230527176,0.1065399598229015,0.05920236985421958,1305.6815330658765,368.91786648523583,0.6531748631005695,0.043377116210776404,1561.248775152553,0.04544803529792319,0.030004296880294355,21.684480726816105
-4.176097798966312,-26.204875050897307,2.027623459487254,-10.859951960589381,-77.91021785287795,-3.4611407946778496,70.00934404179552,7.924863999442218,6.899120019093674,0.9900613038935411,0.08081347178670706,0.06413348919765384,1596.9732188975063,378.6290567125447,0.6948899067967408,0.05981358215038807,1634.7152385416123,0.04837461907322397,0.030004296880294355,20.19077172042876
-4.167109919112128,-25.121637894643765,2.020686130038347,-10.762567580602424,-77.52820847258344,-3.4481203875882263,71.84546061070044,7.15286111976315,6.96351941852831,1.034428479291319,0.06088483248217956,0.06575894852755819,1598.367914796741,387.9142568637207,0.7350555576340736,0.05981358215038807,1699.9541107637112,0.05129673762639837,0.030613447507440758,21.19017080049518
-4.15954937544646,-24.185722552484364,2.0153466214368185,-10.676498855040048,-77.33724928050205,-3.438668284522768,73.86228736865706,7.440718722021739,7.049904068013279,1.0847542346699768,0.06741180841926986,0.06818026266695934,1549.8531420975119,396.37453216116864,0.7731198705962116,0.05692570680720543,1743.9816512354619,0.05421441047470089,0.031808918114380684,20.850152482665568
-4.150385990095838,-23.006561143565808,2.0080623846107053,-10.564675828922004,-76.76588910309324,-3.4154256649584953,75.67290180131661,7.252002638626383,7.127831833985817,1.1297677643732131,0.06334942182787756,0.07058152602821019,1546.8546844524208,404.4885505180552,0.8098240275523052,0.05692570680720543,1760.2688070839854,0.05421441047470089,0.03239544290391298,20.8187898929152
-4.14266555103485,-22.055256522817405,2.004334874620172,-10.476673301093994,-76.38424508836852,-3.4055039740228557,77.80051076047032,7.702991071114563,7.172948567591978,1.1837373380342595,0.07458447599790476,0.07217133825752295,1605.1016348025532,412.7952392844707,0.8483131011062816,0.06077501123129995,1784.174153069269,0.05615706544535916,0.03239544290391298,20.445285048071995
-4.138010734688097,-21.496691228949185,2.0005528267306976,-10.413211066171211,-76.00272404781936,-3.3954213188946905,79.77946904339969,7.596495114034179,7.290497734950703,1.2349561775106943,0.07141851581239371,0.07532478176442164,1609.6450721295998,420.84101647890253,0.8860673249876387,0.06077501123129995,1816.0076461701549,0.057127656994863066,0.03354657244938149,22.24295694688929
-4.133319649404397,-20.93540227044172,1.9967148263802668,-10.34937800202217,-75.62265985348513,-3.3831363225551287,81.20816461320253,6.8889344652220075,7.029314479287815,1.2717765953490363,0.054211022346304955,0.06737539682505789,1355.4796287391048,426.71937056788494,0.9142190035955834,0.046290419979396744,1823.7693149465667,0.05809775886877453,0.03297462809863875,21.219836469471964
-4.128613891673527,-20.371292831052042,1.9928331280975289,-10.297992859542603,-75.0507956376944,-3.3748265581385266,83.26829856768252,7.805853515010784,7.011538737828778,1.3259643284224745,0.07771596129272361,0.06737539682505789,1610.4071883680674,434.30487664370753,0.9507633475627227,0.06077501123129995,1826.1275918546687,0.05809775886877453,0.03354657244938149,21.09585598557894
-4.125454996397799,-20.0478818382034,1.9888789731647585,-10.259186598904,-74.66970877443218,-3.3642765360719498,85.52021839058516,8.09515450059097,7.139193762461421,1.385925444671565,0.08615383524465584,0.07058152602821019,1708.342235063669,442.391818183847,0.9906757319396214,0.0674883658743493,1845.7923545109904,0.05906737177618724,0.03297462809863875,21.446847178709945
-4.122284472509074,-19.722928409735726,1.98283375597854,-10.220206526391244,-74.29007912036762,-3.3492427844628887,87.10413216673307,7.300333647024599,7.122132368409227,1.4283050283266354,0.06416640302520796,0.07058152602821019,1687.683965359472,450.0616299704198,1.0287024421590127,0.06557322831565657,1869.9127782275852,0.06003649642449793,0.03297462809863875,21.698285494867505
-4.117517865235197,-19.234191572055316,1.9766613472916637,-10.168050694754353,-73.7188725802221,-3.340508081932493,88.75176530965302,7.440718722021739,7.144836564452947,1.472530531701768,0.06741180841926986,0.07137752972263818,1689.007476328753,457.50676656646704,1.0660441217932843,0.06557322831565657,1894.5735560712858,0.061005133519415486,0.03297462809863875,21.481104528188194
-4.112713507246315,-18.660970315297558,1.9703269811268185,-10.102386809854346,-73.14795130208184,-3.3226817823370687,90.58214526186286,7.744556497878261,7.1504870080643235,1.522005532920165,0.07615449653659978,0.07137752972263818,1704.5524574253643,464.84294886476226,1.1038165163393254,0.06653109255041458,1911.9802715955598,0.06197328376496423,0.034669126537114466,22.865793995736215
-4.107893503203815,-18.084468043108508,1.966034104281319,-10.049417942140563,-72.76882657623091,-3.311306646490243,92.9125826092165,8.410138785996022,7.2690175117186975,1.5861914862011062,0.09580828274710537,0.07453967347874854,1694.0086766599368,471.8996701167087,1.1398588685371396,0.06653109255041458,1926.6437862631699,0.06294094786349252,0.034669126537114466,23.07959302577131
-4.1014094343291525,-17.50454711588443,1.9594397608355387,-9.996212710345796,-72.38849956692175,-3.299740138145992,94.84643589334252,8.001711060280087,7.397927334427365,1.639779886976749,0.0831146044201572,0.07844374215729262,1485.0496583961499,477.44119530328953,1.1689968740115544,0.05306679904346781,1946.9546152471034,0.06390812651567515,0.0352199267556735,22.587382762342468
-4.093246633697462,-16.837319130666582,1.9526800580678225,-9.929211951074313,-72.1983843184884,-3.285578807436931,96.95275510476772,8.274025194984347,7.461370641696727,1.6986902423290662,0.09139421697589203,0.08076063503592869,1781.7928244865636,484.74037086916746,1.2070706236983155,0.07226590083992052,1976.8616411351013,0.06584103027537655,0.0368315344988421,24.226751963379154
-4.085005807887056,-16.418048701206203,1.9480943108288045,-9.875151722045198,-72.00830133775675,-3.2735682952645884,98.8154378194194,8.020626939765584,7.451326238273484,1.75072990296058,0.08387749851996894,0.07999044831440558,1851.6858965337394,492.3004048572925,1.247534007902522,0.07607738532573212,2002.4654859459786,0.06680675677593412,0.03787284782181629,23.6279327555573
-4.07667376203494,-15.827497163212003,1.9434135274180677,-9.807181235959828,-71.81825069781941,-3.261345094782076,100.88710361871479,8.342814003920369,7.579157796606745,1.8095951594252366,0.09361010727989726,0.08458021116847762,1803.6131072804747,499.34377057435836,1.2852684205966052,0.07321964787215025,2022.7591133350174,0.0677720006162346,0.038888505880985934,24.275987512887042
-4.069961488988244,-15.403366464847528,1.9386512487350636,-9.752328925980898,-71.81825069781941,-3.24638255617771,102.80677813570705,8.20369935354556,7.668917316347889,1.8644267038276405,0.08916042043949432,0.08759869602367748,1803.422911444406,506.20694938380404,1.3223689604563411,0.07321964787215025,2042.6810413538676,0.06873676248867584,0.0403653693368179,24.623853599929454
-4.0614940608999825,-14.805718636419746,1.931366729571614,-9.69721101627179,-71.81825069781941,-3.2362128080264783,104.68845410301773,8.20369935354556,7.724126030601305,1.9185196129372917,0.08916042043949432,0.08909571025731938,1925.956062817071,513.6585090124619,1.3627196310697212,0.08177717448164802,2081.8523015797623,0.07162816319825202,0.04084555289565338,24.679698845698915
-4.05636624242342,-14.461885735220683,1.9263897485332777,-9.641725457079167,-71.43957519304355,-3.2285044415112996,106.7143475428137,8.443273533225401,7.7286649914016134,1.9770496264848136,0.09653710398442986,0.08909571025731938,1856.8954333709187,520.49649286751,1.4004647677612923,0.0770287995918617,2109.992012867183,0.07259100409051779,0.04178824275906486,25.10888877472752
-4.051207777965167,-14.29001530973257,1.9263897485332777,-9.627771430503067,-71.24962178953521,-3.2438540855437017,108.59860913978514,8.308607036477829,7.767048218432122,2.031718114418876,0.09213482715395284,0.09058465062840412,1658.605860618038,526.049222492277,1.4310567317065561,0.0636557234350586,2137.472514292513,0.0745152509666192,0.042250904823256746,24.481009203138164
-4.046030437080115,-13.943925263823944,1.921321951101223,-9.571718430486836,-70.86981296568939,-3.2336468723645955,110.74490230752085,8.696693488003467,7.824721436477728,2.0946937355894226,0.1051335610557492,0.09280304951305345,1684.780909405305,531.6366886896824,1.462167266289566,0.06557322831565657,2121.133115058933,0.0735533664524258,0.042250904823256746,23.926334284616576
-4.040809657374794,-13.247605652954157,1.9161786057499077,-9.515380170318062,-70.49013528677256,-3.220691119006628,113.06462000480384,8.959977028578853,7.949217242523771,2.16266223478063,0.11414450503387964,0.09718651229318699,1932.8028016207493,538.4940632438199,1.5005871485438047,0.08177717448164802,2135.59695757368,0.0745152509666192,0.043159244375870175,25.26258553016038
-4.035569403496546,-12.721159137054421,1.910920543705702,-9.472796267681439,-70.11191621209662,-3.210153236535014,115.18016977715983,8.77197816788202,8.005321835120618,2.225700552424806,0.1072403861936926,0.0993519558306444,1972.29156427653,545.4181741200642,1.5397203757358124,0.08461927418406248,2165.449385791857,0.07547665831413139,0.043159244375870175,25.268501406866577
-4.030284805692022,-12.101852785960954,1.9055624151752386,-9.43008915047144,-69.73250218264548,-3.199434192783367,118.31702244857011,9.920208385288356,8.255181263107547,2.319311408781871,0.1502793724142738,0.10853824525000755,1989.4510600127371,552.2796401656852,1.5790882662269985,0.08556549183394219,2198.1911060476173,0.07739804422524792,0.04360507110148639,25.920571924475407
-4.0249801124762055,-11.566553959391022,1.9001008328447884,-9.372660860733017,-69.54284499583706,-3.177507184087057,120.64831983766736,9.164400838223312,8.371419508880233,2.3890782435298163,0.12153403619928148,0.1126727065073596,2048.943360609144,559.3170191595505,1.6191056480038575,0.09028800252039877,2220.333496016991,0.07835802414293273,0.044045433530004646,26.09814040773707
-4.0196301389511895,-11.026791019808902,1.8973496121584597,-9.31492379353426,-69.54284499583706,-3.1548882795723987,123.13006129180424,9.394327802679744,8.490079663261822,2.464243166242576,0.13000089641902174,0.11741466912369239,2026.170506940606,566.0701232157877,1.6580383700016277,0.08840071027830018,2250.1284500384413,0.08027656127585238,0.0444804036716148,26.430187418717658
-4.008842459767857,-9.655623512873971,1.8830793923426017,-9.168584896315926,-69.16363066687872,-3.1072871922103267,125.31056225767801,9.09764308124044,8.578942453834822,2.5305039668895404,0.11887129521687279,0.12141081735997035,1767.966250302298,571.3587346713186,1.688820744335326,0.07131156836362439,2267.7680943608234,0.08123511983566639,0.0444804036716148,25.6485287955481
-3.999750864889825,-8.533968427487354,1.8741860985528405,-9.07951598549155,-68.97539913829844,-3.0917324699010966,127.67309672444384,9.369537618393643,8.660263873312495,2.6025555747846703,0.128716604832428,0.1246937124857384,2059.6916253737068,578.0314129977928,1.7274786991196425,0.09028800252039877,2331.1281884881537,0.08506463631078037,0.04491005252128179,26.458580247758192
-3.992397799099803,-7.675470901731653,1.868087857156545,-9.004534512647519,-68.78587547561733,-3.0790182311515433,130.38283092338483,9.812453813454866,8.771081605306058,2.6858560806344625,0.14611717322979817,0.12921911566199576,2139.0566420411574,584.9802276029682,1.7679694152654402,0.09593625899212027,2367.4583514116357,0.0869765732088281,0.04533445007399155,27.02820817842116
-3.983130723995164,-6.701781289409956,1.858695171995307,-8.898297712466233,-68.59638544942182,-3.0628187291342037,133.19457358065344,9.98331485288653,8.921659376141593,2.7725089102065885,0.15262546543676223,0.1355445489345961,2160.9916827756197,591.8937152436483,1.808603690270467,0.09781449391526495,2400.7322277656417,0.08888663627687919,0.04616776635836104,27.199863851081954
-3.9699824592742377,-5.9063712613195705,1.852285268721041,-8.806083238194581,-68.21750662560822,-3.0495671399459092,136.05196569871376,10.096172532662079,8.947025731857384,2.861071078205961,0.15724862799928302,0.13679037385196438,2199.997768432104,598.8613727872142,1.850154617744863,0.10062763477304373,2437.8536614177724,0.09079483078144426,0.04575366533975275,26.91769868031904
-3.9585532322199866,-5.195182540832699,1.845710249511886,-8.728295389660278,-67.65076647059512,-3.0394864427746873,138.95181850951803,10.205570908462018,9.080662774098341,2.9514455652727483,0.16178175669991238,0.1423189999031616,2146.425391427643,605.4131715879976,1.8887103371161726,0.09687565778654554,2454.943660782106,0.09174822896152628,0.04657682021392711,27.556388629162427
-3.9469711077430527,-4.362546796248482,1.8389867035886214,-8.649819485245779,-67.08300888218481,-3.03266927852801,141.44692649727034,9.83427069656852,9.134181666849212,3.0296034421310853,0.14671622759273684,0.14473609744821647,2185.181019094471,612.0267820424056,1.9282093512972207,0.09969048156397047,2482.739949897441,0.09365363044222295,0.04698089304917538,27.822895702710422
-3.935218205832695,-3.7218694438923796,1.8321329723935131,-8.602386952925656,-66.70467552291548,-3.0223431213018825,143.94153215615793,9.888227135927432,9.224941259481781,3.108230926351112,0.14909756387811524,0.14890800133640592,1850.927541414224,616.9694933247034,1.958095010297386,0.07607738532573212,2495.8128461952233,0.09460563504428238,0.04698089304917538,26.178314600062826
-3.9233176640867886,-3.2850257734972588,1.8286343212256635,-8.55454343973709,-66.32780242152326,-3.011839562624606,146.49027766816738,10.00410281094992,9.299877679076815,3.188902073263879,0.15378982702088073,0.1524262521092297,2181.56934112783,623.3418017023404,1.996173796658793,0.09969048156397047,2517.008739240547,0.0955571764192741,0.047380050079514194,27.415352601683065
-3.9092216150976102,-2.6140684530488216,1.8215130890890239,-8.474235484954962,-65.76076934753753,-3.0011781071071986,149.6611284968038,10.707924843843754,9.420403511334046,3.2895470753782154,0.18317584371148682,0.15760622569614485,2214.4078271279245,629.7503145213213,2.0351603416983,0.10156422869459981,2530.2848966249185,0.09650825521417007,0.047380050079514194,27.569727161314983
-3.8948926273388866,-1.9188103506785257,1.817888780749181,-8.425565778078916,-65.00653549097285,-2.9940057606482235,153.1431369593981,11.065843507157823,9.570490332965218,3.4006695347775446,0.19888921700121465,0.1648883157018758,2274.8321389139824,636.3231675120551,2.0750105979828533,0.1062388383005638,2550.515807977657,0.09745887207445204,0.047380050079514194,27.863438618549264
-3.8845149375971264,-0.9388701583827391,1.8105082641020953,-8.376690531434503,-64.62896935677328,-2.9903795382449627,156.45621412590214,10.98743780803153,9.689285528525708,3.5070087342496175,0.19555128530884136,0.17033453738348803,2261.1476741228275,642.7094420070434,2.113910984231666,0.10530502826480875,2561.3779793160015,0.09840902764411352,0.048163873033386734,28.180959627337057
-3.876125445164233,-0.4159081279706476,1.8105082641020953,-8.343850506547092,-64.25154515544659,-3.0011781071071986,159.07100644047406,10.34015941101333,9.70556233143415,3.5910542506451475,0.16732509836243664,0.17140800280783863,2200.703478270636,648.7086908962426,2.150501411247844,0.10062763477304373,2570.8324449756856,0.09935872256566784,0.04854866487469582,28.454526503069395
-3.8697685258550543,-0.14140320609339835,1.8105082641020953,-8.310863945032331,-63.874263601185504,-3.0011781071071986,161.7544011520231,10.469930266939285,9.77891654034065,3.6779268486003662,0.17326971616781398,0.17459744857583137,2271.413772695667,654.9199709727484,2.1883196413474395,0.1062388383005638,2586.0659576562393,0.10030795748015008,0.04854866487469582,28.20689061839592
-3.8633647174094614,0.0,1.8105082641020953,-8.294315161777943,-63.49844383005336,-3.004749752020597,164.83167358305658,10.939601338935205,9.905492975607768,3.777575574277903,0.19313368566649308,0.18084000901327682,1927.5250266064131,659.5859041074089,2.217104801052719,0.08177717448164802,2598.175193799314,0.10030795748015008,0.048928792773259316,27.70070477729717
-3.8590841801110494,0.14462065793473725,1.8067766072243427,-8.294315161777943,-62.93300620704257,-3.004749752020597,180.1131267402394,16.89582179522632,11.390810104541336,4.278257233440014,0.42119981088571345,0.256197468293609,2230.276292073397,665.4339149841453,2.2533331830478893,0.102500264168107,2606.6777215840325,0.1012567330271237,0.049304317511290885,27.890359175708387
-3.854767309068467,0.29225890233990887,1.802972303806607,-8.294315161777943,-62.74459947746071,-3.0083035132584417,182.5261180820319,10.550983691743948,11.378250782782246,4.358083577263619,0.17644658745242198,0.25550777893310717,2376.7566142973174,671.8191502162903,2.292734596924102,0.1136894337350475,2635.6143808260376,0.10315290856946627,0.04967529902355626,28.98222485936282
